Date,Month,Year,Temp_Anamoly,Avg_Temp_F,Avg_Precip_In,CORN_Open,CORN_High,CORN_Low,CORN_Close,CORN_Volume,WEAT_Open,WEAT_High,WEAT_Low,WEAT_Close,WEAT_Volume,CANE_Open,CANE_High,CANE_Low,CANE_Close,CANE_Volume,HSY_Open,HSY_High,HSY_Low,HSY_Close,HSY_Volume,SJM_Open,SJM_High,SJM_Low,SJM_Close,SJM_Volume,GIS_Open,GIS_High,GIS_Low,GIS_Close,GIS_Volume,PEP_Open,PEP_High,PEP_Low,PEP_Close,PEP_Volume,CPB_Open,CPB_High,CPB_Low,CPB_Close,CPB_Volume,CORN_profit,WEAT_profit,CANE_profit,HSY_profit,SJM_profit,GIS_profit,PEP_profit,CPB_profit,CORN_return,WEAT_return,CANE_return,HSY_return,SJM_return,GIS_return,PEP_return,CPB_return,CORN_cum_return,WEAT_cum_return,CANE_cum_return,HSY_cum_return,SJM_cum_return,GIS_cum_return,PEP_cum_return,CPB_cum_return,CORN_MA,CORN_STD,CORN_UpperBand,CORN_LowerBand,WEAT_MA,WEAT_STD,WEAT_UpperBand,WEAT_LowerBand,CANE_MA,CANE_STD,CANE_UpperBand,CANE_LowerBand,HSY_MA,HSY_STD,HSY_UpperBand,HSY_LowerBand,SJM_MA,SJM_STD,SJM_UpperBand,SJM_LowerBand,GIS_MA,GIS_STD,GIS_UpperBand,GIS_LowerBand,PEP_MA,PEP_STD,PEP_UpperBand,PEP_LowerBand,CPB_MA,CPB_STD,CPB_UpperBand,CPB_LowerBand,CORN_MaxDrawdown,WEAT_MaxDrawdown,CANE_MaxDrawdown,HSY_MaxDrawdown,SJM_MaxDrawdown,GIS_MaxDrawdown,PEP_MaxDrawdown,CPB_MaxDrawdown
2012-01-18,January,2012,0.5,36.12,2.09,39.0,39.09,38.6,38.64,96200.0,20.77,20.77,20.5,20.5,1200.0,23.21,23.21,23.21,23.21,0.0,61.44,62.0,61.31,61.94,871700.0,80.25,81.08,80.08,81.05,481900.0,40.77,41.05,40.64,41.05,3715300.0,64.67,65.08,64.51,64.85,5373300.0,32.0,32.14,31.92,32.01,2313100.0,3717168.0,24600.0,0.0,53993098.0,39057995.0,152513065.0,348458504.99999994,74042331.0,-0.015541401273885369,-0.021946564885496178,0.0,0.00830213250854639,0.009968847352024968,0.006867794947265082,0.0030935808197987136,-0.0003123048094941794,0.9042766816679699,0.9021678194696972,0.9960897212127156,1.0210965501902745,1.0482410058758658,1.0246765881201172,0.9816575791116269,0.9632308350872189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09338338808071325,-0.0872662511130901,-0.04603370324702017,0.0,0.0,0.0,-0.02831884926580766,-0.02941176470588216
2012-01-19,January,2012,0.5,36.12,2.09,38.62,39.33,38.62,39.26,65700.0,20.49,20.5,20.49,20.5,300.0,23.6,23.62,23.54,23.62,1100.0,61.97,62.19,61.12,61.65,1042300.0,81.01,81.21,80.75,81.04,412100.0,41.04,41.05,40.71,40.95,1945000.0,65.14,66.05,64.95,65.91,8195800.0,31.98,32.39,31.84,32.26,2155400.0,2579382.0,6150.0,25982.0,64257795.0,33396584.000000004,79647750.0,540185178.0,69533204.0,0.016045548654244346,0.0,0.017664799655320973,-0.004681950274459168,-0.00012338062924110993,-0.0024360535931788885,0.016345412490362365,0.007810059356451182,0.9187862971605719,0.9021678194696972,1.0136854465766627,1.0163158269168617,1.0481116732409645,1.022180421035781,0.9977031771664969,0.9707537250832141,40.864999999999995,1.5138421918476783,43.892684383695354,37.837315616304636,21.491666666666664,0.6721178648439751,22.835902396354612,20.147430936978715,23.263333333333335,0.44799215361094197,24.15931764055522,22.36734902611145,61.20083333333333,0.40670423323753574,62.0142417998084,60.387424866858254,78.79166666666667,1.3713287075834193,81.5343240818335,76.04900925149984,40.53583333333333,0.3250023309939699,41.18583799532127,39.88582867134539,65.46499999999999,0.7674929670983647,66.99998593419672,63.93001406580326,32.235,0.43336946236333934,33.101738924726675,31.36826107527332,-0.07883622712341622,-0.0872662511130901,-0.029182079736950292,-0.004681950274459225,-0.0001233806292410397,-0.0024360535931787935,-0.01243632004794734,-0.021831412977561852
2012-01-20,January,2012,0.5,36.12,2.09,39.35,39.46,38.85,39.45,41200.0,20.45,20.53,20.45,20.51,800.0,23.55,23.69,23.5,23.67,900.0,61.78,61.93,61.09,61.54,951700.0,80.75,81.02,79.31,80.38,709900.0,40.86,40.88,40.25,40.67,3652900.0,66.06,66.41,65.57,66.28,5538800.0,31.87,31.87,31.33,31.75,3239400.0,1625340.0000000002,16408.0,21303.0,58567618.0,57061762.0,148563443.0,367111664.0,102850950.0,0.0048395313295976905,0.0004878048780487809,0.0021168501270110163,-0.0017842660178426506,-0.008144126357354509,-0.006837606837606813,0.005613715672887265,-0.01580905145691247,0.9232327922308856,0.9026079013328531,1.0158312667429978,1.0145024491234984,1.039575719337472,1.015191153199639,1.003303999129046,0.9554070294913841,40.60083333333333,1.4552004443832922,43.51123422209991,37.690432444566746,21.329166666666662,0.6521497085978349,22.63346608386233,20.024867249470994,23.25166666666667,0.4340681415574655,24.1198029497816,22.383530383551737,61.26333333333333,0.39529812301679834,62.05392957936692,60.472737087299734,79.04833333333335,1.354895724490416,81.75812478231418,76.33854188435251,40.566666666666656,0.3180718424659676,41.20281035159859,39.93052298173472,65.455,0.7548810863609252,66.96476217272185,63.94523782727815,32.1325,0.3837642505497323,32.90002850109946,31.364971498900537,-0.07437822618488953,-0.08682101513802334,-0.027127003699136783,-0.006457862447529846,-0.008266502159160886,-0.00925700365408011,-0.006892418339826188,-0.03729533050333494
2012-01-23,January,2012,0.5,36.12,2.09,39.7,39.84,39.34,39.82,92800.0,21.07,21.07,21.07,21.07,100.0,23.97,23.98,23.97,23.98,200.0,61.66,61.86,61.27,61.77,664200.0,80.29,81.25,80.29,81.06,394200.0,40.69,40.69,40.32,40.63,2364100.0,65.92,66.15,65.39,66.1,5551000.0,31.69,31.93,31.4,31.72,2341100.0,3695296.0,2107.0,4796.0,41027634.0,31953852.0,96053383.0,366921099.99999994,74259692.0,0.009378960709759188,0.027303754266211566,0.013096746937051096,0.003737406564835899,0.008459815874595655,-0.0009835259404966656,-0.0027157513578758286,-0.0009448818897638267,0.9318917563151804,0.9272524856695862,1.029135351774275,1.0182940572368946,1.0483703385107672,1.0141926863659043,1.0005792749310491,0.9545042826918646,40.376666666666665,1.336735054549181,43.050136775765026,37.703196557568305,21.235,0.5939620434766076,22.422924086953216,20.047075913046783,23.222500000000007,0.36055827923828554,23.943616558476577,22.501383441523437,61.33416666666667,0.40423796621956537,62.1426425991058,60.52569073422754,79.36333333333334,1.345776783688568,82.05488690071049,76.6717797659562,40.57416666666666,0.31844675117408816,41.21106016901484,39.93727316431848,65.40166666666666,0.6741301915442687,66.7499270497552,64.05340628357811,32.048333333333325,0.3500865693804944,32.74850647209431,31.348160194572337,-0.06569685593617997,-0.061887800534283444,-0.01438553226469371,-0.002744591540200228,0.0,-0.010231425091351757,-0.009589451603236484,-0.03820497271073346
2012-01-24,January,2012,0.5,36.12,2.09,39.65,40.54,39.54,40.36,91100.0,21.07,21.07,21.07,21.07,0.0,23.97,23.98,23.91,23.91,1000.0,61.41,61.54,60.84,61.39,1258900.0,80.79,81.09,80.65,81.0,383800.0,40.55,40.55,40.09,40.1,3302800.0,65.96,66.32,65.94,66.2,4148700.0,31.6,31.72,31.5,31.61,1356800.0,3676796.0,0.0,23910.0,77283871.0,31087800.0,132442280.0,274643940.0,42888448.0,0.013561024610748262,0.0,-0.0029190992493745016,-0.006151853650639527,-0.0007401924500370916,-0.013044548363278397,0.001512859304084957,-0.0034678436317779893,0.944529163357124,0.9272524856695862,1.0261312035414059,1.0120296612234572,1.0475943427013588,1.000963000818921,1.0020930105966033,0.9511942110936268,40.280833333333334,1.2884483856267728,42.85773010458688,37.70393656207979,21.18,0.5741871725238273,22.328374345047653,20.031625654952347,23.311666666666678,0.3885832854060642,24.088833237478806,22.53450009585455,61.38083333333333,0.3717638139105663,62.12436096115446,60.6373057055122,79.64,1.3090176747192057,82.25803534943842,77.02196465056159,40.52249999999999,0.34205594970307296,41.206611899406134,39.83838810059384,65.39999999999999,0.6719442617576913,66.74388852351538,64.0561114764846,32.03166666666666,0.366825034669941,32.76531673600654,31.29801659732678,-0.053026748005630994,-0.061887800534283444,-0.017262638717632537,-0.008879560865353756,-0.0007401924500370521,-0.023142509135200814,-0.008091099790230446,-0.0415403274711943
2012-01-25,January,2012,0.5,36.12,2.09,40.38,40.75,39.99,40.67,91600.0,21.6,21.92,21.32,21.7,9200.0,23.8,23.81,23.75,23.8,1600.0,61.17,61.87,61.17,61.6,1108100.0,80.77,81.4,80.5,81.19,315200.0,40.25,40.66,39.98,40.62,3056800.0,65.88,66.8,65.67,66.7,5131300.0,31.51,31.73,31.33,31.72,1894500.0,3725372.0,199640.0,38080.0,68258960.0,25591088.0,124167215.99999999,342257710.0,60093540.0,0.00768087215064428,0.029900332225913484,-0.00460058552906728,0.003420752565564511,0.002345679012345725,0.012967581047381493,0.007552870090634434,0.0034799114204364656,0.951783971103425,0.9549776430484109,1.0214103991754688,1.0154915642835147,1.0500516627644854,1.0139430696574705,1.0096616889243721,0.9545042826918646,40.22416666666666,1.2515768841624113,42.72732043499148,37.72101289834184,21.19,0.5827676911241565,22.355535382248313,20.02446461775169,23.390833333333344,0.38270468874561736,24.15624271082458,22.62542395584211,61.45666666666667,0.3048198673235532,62.066306401313774,60.84702693201957,79.95416666666668,1.1731268111979687,82.30042028906261,77.60791304427075,40.56833333333332,0.31138498046727436,41.19110329426787,39.94556337239877,65.50916666666667,0.7695034802134443,67.04817362709356,63.970159706239784,32.05416666666666,0.3347850961528282,32.723736858972316,31.384596474361004,-0.04575316752698243,-0.03383793410507606,-0.021783806000822,-0.005489183080400456,0.0,-0.010475030450669831,-0.0005993407252020193,-0.03820497271073346
2012-01-26,January,2012,0.5,36.12,2.09,41.2,41.2,40.61,40.66,50600.0,22.0,22.2,21.75,21.81,3500.0,23.87,23.87,23.82,23.82,200.0,61.74,62.18,61.38,61.53,582200.0,81.07,81.07,78.79,79.02,993600.0,40.66,40.81,40.28,40.39,2643800.0,66.62,66.96,66.35,66.52,5345900.0,31.81,32.14,31.57,31.67,1960800.0,2057395.9999999998,76335.0,4764.0,35822766.0,78514272.0,106783082.0,355609268.0,62098536.0,-0.00024588148512427743,0.005069124423963123,0.0008403361344537785,-0.001136363636363602,-0.026727429486389953,-0.005662235352043243,-0.0026986506746627947,-0.0015762925598989952,0.9515499450470927,0.9598185435431263,1.0222687272420028,1.0143375965968289,1.021986480990881,1.0082018853634966,1.0069369647263753,0.9529997046926657,40.09666666666666,1.1021164212825236,42.300899509231705,37.89243382410161,21.185000000000002,0.5766281297335383,22.33825625946708,20.031743740532924,23.459166666666675,0.37977166185948646,24.218709990385648,22.699623342947703,61.50416666666666,0.261758331753587,62.027683330173836,60.98065000315949,80.04250000000002,1.0418874917449301,82.12627498348988,77.95872501651016,40.60083333333333,0.2633165510570963,41.127466435447516,40.07420023121914,65.575,0.822109260599606,67.21921852119921,63.93078147880079,32.04083333333333,0.34747029522047423,32.73577392377428,31.34589274289238,-0.04598779915532602,-0.02894033837934145,-0.02096177558569668,-0.006619309008718223,-0.02672742948639004,-0.016077953714981642,-0.003296373988612315,-0.03972104305639737
2012-01-27,January,2012,0.5,36.12,2.09,40.8,41.13,40.63,41.07,39400.0,21.77,21.78,21.75,21.78,1700.0,23.52,23.52,23.44,23.44,800.0,61.47,61.84,61.23,61.24,857100.0,78.93,79.22,78.35,78.59,858200.0,40.38,40.47,39.81,40.03,2666600.0,66.25,66.42,65.67,65.81,5832500.0,31.66,31.68,31.33,31.44,1366200.0,1618158.0,37026.0,18752.0,52488804.0,67445938.0,106743998.0,383836825.0,42953328.0,0.010083620265617377,-0.0013755158184317606,-0.015952980688497043,-0.004713148057857941,-0.005441660339154497,-0.008913097301312178,-0.010673481659651096,-0.007262393432270309,0.9611450133567166,0.9584982979536586,1.0059604939778566,1.0095568733234161,1.0164251776901208,0.9992156838598855,0.9961894415009436,0.9460786458963502,40.01499999999999,0.972957067164552,41.960914134329094,38.06908586567089,21.186666666666667,0.5784671489585563,22.34360096458378,20.029732368749556,23.49583333333334,0.351605624459445,24.19904458225223,22.79262208441445,61.524166666666666,0.22653349474728962,61.977233656161246,61.071099677172086,80.02500000000002,1.0661357580277708,82.15727151605556,77.89272848394448,40.57583333333333,0.30266868574950334,41.18117070483233,39.970495961834324,65.5875,0.8246555754870106,67.23681115097402,63.938188849025984,31.96083333333333,0.36721205994587536,32.69525745322508,31.226409213441578,-0.03636790239324241,-0.030276046304541705,-0.03658035347307858,-0.011301259283177448,-0.03202364823254096,-0.024847746650426144,-0.013934671860952607,-0.04669496664645196
2012-01-30,January,2012,0.5,36.12,2.09,40.67,40.75,40.25,40.55,29200.0,21.51,21.75,21.3,21.75,11000.0,23.27,23.27,23.22,23.22,500.0,61.14,62.0,60.65,61.7,922500.0,78.25,78.34,77.77,78.32,393500.0,39.76,39.97,39.68,39.86,2885100.0,65.6,65.6,65.16,65.41,5712300.0,31.32,31.59,31.25,31.57,1792600.0,1184060.0,239250.0,11610.0,56918250.0,30818919.999999996,115000086.0,373641543.0,56592382.0,-0.01266130995860737,-0.0013774104683196287,-0.009385665529010323,0.007511430437622479,-0.0034355515968954586,-0.004246814888833383,-0.006078103631667053,0.0041348600508905875,0.9489756584274375,0.9571780523641907,0.9965188852459824,1.0171400895502087,1.0129331965477828,0.9949721998165134,0.9901344988387283,0.9499905486942677,39.88916666666666,0.7584249028963415,41.40601647245934,38.37231686087398,21.145,0.5087149585877216,22.162429917175444,20.127570082824555,23.489166666666673,0.35638228538092975,24.201931237428532,22.776402095904814,61.574999999999996,0.1848586683732282,61.94471733674645,61.20528266325354,79.98416666666668,1.1246773948222843,82.23352145631125,77.73481187702211,40.529166666666654,0.365524736964999,41.260216140596654,39.798117192736655,65.62083333333334,0.8070874497321504,67.23500823279764,64.00665843386903,31.9025,0.3692283107435573,32.64095662148711,31.164043378512886,-0.048568747067104526,-0.03161175422974207,-0.04562268803945762,-0.0038747174685179945,-0.035349180933612605,-0.02898903775883059,-0.019928079112975547,-0.0427531837477254
2012-01-31,January,2012,0.5,36.12,2.09,40.98,41.01,40.51,40.88,105800.0,22.06,22.44,21.75,22.44,7000.0,23.17,23.17,23.17,23.17,200.0,61.6,62.2,61.04,61.08,1786400.0,78.54,79.12,78.21,78.78,603700.0,39.97,40.05,39.63,39.83,2592400.0,65.5,65.69,65.28,65.67,5834300.0,31.61,31.78,31.48,31.7,1565500.0,4325104.0,157080.0,4634.0,109113312.0,47559486.0,103255292.0,383138481.0,49626350.0,0.008138101109741225,0.03172413793103446,-0.0021533161068043594,-0.010048622366288562,0.005873340143003114,-0.0007526342197692326,0.003974927381134474,0.004117833386126035,0.9566985182864032,0.9875437009219512,0.9943730650796475,1.0069192328967058,1.0188824977532474,0.9942233496912124,0.9940702115691682,0.9539024514921851,39.98333333333333,0.8080991538321486,41.599531640997625,38.36713502566903,21.25166666666667,0.6315181323724199,22.51470293141151,19.988630401921828,23.500000000000004,0.3432200460346116,24.186440092069226,22.81355990793078,61.52916666666667,0.2321229428687667,61.9934125524042,61.064920780929135,79.95916666666668,1.1496596993208128,82.2584860653083,77.65984726802505,40.46166666666665,0.41468133073554747,41.291029328137746,39.63230400519556,65.70833333333333,0.7430995691675273,67.19453247166838,64.22213419499828,31.829166666666666,0.30407709349418816,32.437320853655045,31.22101247967829,-0.04082590333176888,-0.0008904719501339528,-0.04767776407727091,-0.0138844042621893,-0.029683458554009164,-0.029719853836784382,-0.016032364399160663,-0.03881140084899896
